year,unitid,inst_name,state_abbr,inst_control,institution_level,number_admitted,number_applied,reqt_hs_rank,reqt_test_scores,reqt_other_test,reqt_toefl,years_college_reqd,open_admissions_policy,reqt_hs_gpa,reqt_hs_record,reqt_college_prep,reqt_recommendations,reqt_competencies,sat_number_submitting,sat_percent_submitting,act_number_submitting,act_percent_submitting,sat_crit_read_25_pctl,sat_crit_read_75_pctl,sat_math_25_pctl,sat_math_75_pctl,act_composite_25_pctl,act_composite_75_pctl,act_english_25_pctl,act_english_75_pctl,act_math_25_pctl,act_math_75_pctl,inst_status,degree_granting,open_public,postsec_public_active_title_iv,inst_category,primarily_postsecondary,offering_highest_degree,offering_highest_level,offering_undergrad,inst_affiliation,student_faculty_ratio,tuition_payment_plan
"2019","110097","Biola University","CA","Private not-for-profit","Four or more years","2945","4216","Neither required nor recommended","Required","Neither required nor recommended","Required","Not applicable","No","Required","Required","Recommended","Neither required nor recommended","Neither required nor recommended","714","80","294","33","550","660","530","650","21","28","21","29","19","27","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship","Doctor's degree","Yes","Private not-for-profit (religious affiliation)","14","Yes"
"2019","447810","Blake Austin College","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","14","Yes"
"2019","491482","Blush School of Makeup","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","Award of less than one academic year","Yes","Private for-profit","5","Yes"
"2019","454759","Borner's Barber College","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","15","Yes"
"2019","479992","Brand College","CA","Private for-profit","Less than two years (below associate's)","3","3","Considered","Neither required nor recommended","Required","Considered","Not applicable","No","Considered","Considered","Considered","Considered","Considered","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","10","Yes"
"2019","262086","Brandman University","CA","Private not-for-profit","Four or more years","75","84","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Neither required nor recommended","Not applicable","No","Required","Required","Neither required nor recommended","Neither required nor recommended","Required","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship","Doctor's degree","Yes","Private not-for-profit (no religious affiliation)","19","No"
"2019","110194","Brownson Technical School","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","10","Yes"
"2019","110246","Butte College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","At least two, but less than four academic years","Yes","Public","20","Yes"
"2019","487773","Butte County Regional Occupational Program","CA","Public","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Public","16","Yes"
"2019","110334","Cabrillo College","CA","Public","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Public","22","No"
"2019","433420","California Aeronautical University","CA","Private for-profit","Four or more years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, not primarily baccalaureate or above","Yes","Master's degree","Master's degree","Yes","Private for-profit","6","Yes"
"2019","110361","California Baptist University","CA","Private not-for-profit","Four or more years","6451","8241","Recommended","Required","Neither required nor recommended","Recommended","Not applicable","No","Required","Required","Recommended","Required","Neither required nor recommended","1365","90","481","32","500","610","490","600","18","24","17","24","17","24","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, primarily baccalaureate or above","Yes","Doctor's degree, research/scholarship","Doctor's degree","Yes","Private not-for-profit (religious affiliation)","16","Yes"
"2019","486497","California Barber and Beauty College","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","25","Yes"
"2019","110875","California Beauty School","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","21","Yes"
"2019","447713","California Career College","CA","Private for-profit","At least two but less than four years","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","Yes","Yes","Title IV postsecondary institution","Degree-granting, associate's and certificates","Yes","Associate's degree","Associate's degree","Yes","Private for-profit","7","Yes"
"2019","481386","California Career Institute","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","At least one, but less than two academic years","Yes","Private for-profit","15","Yes"
"2019","262402","California Career School","CA","Private for-profit","Less than two years (below associate's)","","","","","","","Not applicable","Yes","","","","","","","","","","","","","","","","","","","","Active","No","Yes","Title IV postsecondary institution","Nondegree-granting, sub-baccalaureate","Yes","Non–degree granting","Award of less than one academic year","Yes","Private for-profit","4","Yes"
